共有 旅館 298 家?? 查詢日期：103年9月10日,,,,,,,,,,,,,,,,,,,
專用標,名稱,英文名稱,日文名稱,電話,傳真,營業地址,英文營業地址,日文營業地址,現狀,網址,E-mail,負責人/經營者,經營類型/特色,房間數,參考房價,交通資訊及觀光景點,核准設立日期,最近裝修日期,照片(上傳日期)
264,美思樂汽車旅館,美思樂汽車旅館 ,美思?汽車旅館,04 - 24076868 ,? ,臺中市大里區大明路480號,"No.480, Daming Rd., Dali Dist., Taichung City",台中市大里?大明路480? ,合法 營業,,,陳 時,"汽車旅館, ,",33 間,1580 ~ 2400,,2005/9/13,,
287,大里皇家汽車旅館,Tali Royal Motel ,??????????,04 - 24077666 ,04 - 24077677 ,臺中市大里區永隆里永隆七街137號,"Tali, Taichung City District Lung Lung seven streets in No. 137",第137??、台中市地?肺?肺7通? ,合法 營業,,,曾冠毓,"汽車旅館,,",25 間,1380 ~ 2380,,2010/8/26,,
273,風緻精品旅館,Fongchih Motel ,風????????????原因株式?社,04 - 24180099 ,04 - 24180088 ,臺中市大里區永隆路428號,"No.428, Yonglong Rd., Dali District, Taichung City 412, Taiwan (R.O.C.)",第428????肺?道??地?、台中市 ,合法 營業,http://www.fong-chih.com.tw,fongchih88@yahoo.com.tw,顏簾埕,"汽車旅館, ,",27 間,1980 ~ 3980,,2007/2/2,,
265,春天溫泉泡湯旅館,Spring SPA Motel ,春天?泉泡湯旅館,04 - 24063836 ,04 - 24067076 ,"臺中市大里區永隆路451號,東明路608,610號","No.451, Yonglong Rd., Dali Dist., Taichung City 412, Taiwan (R.O.C.)",台中市大里?永隆路451? ,合法 營業,,,洪國華,"汽車旅館,溫泉旅館, ,",40 間,2000 ~ 9880,國光花市.台灣省諮議會,2005/9/19,,
253,羅馬假期汽車旅館,ROMAN VACATION ,羅馬假期汽車旅館 ??? ??????,04 - 24838588 ,? ,臺中市大里區勝利二路62號,"No.62, Shengli 2nd Rd., Dali Dist., Taichung City 412, Taiwan (R.O.C.)",台中市大里?勝利二路62? ,合法 營業,,,張建森,"汽車旅館, ,",36 間,1750 ~ 3600,,2005/1/24,,5張(2014/09/05)
205,佳賓旅社,Jia Bin Hotel ,佳賓旅社,04 - 24852023 ,? ,臺中市大里區新南路80號,"No.80, Xinnan Rd., Dali Dist., Taichung City 412, Taiwan (R.O.C.)",台中市大里?新南路80? ,合法 營業,,,林招治,"一般旅館, ,",12 間,600 ~ 800,,2004/1/27,,
286,寶儷倞汽車旅館,PAOLICHING MOTEL ,寶儷倞汽車旅館,04 - 24069980 ,04 - 24068108 ,臺中市大里區環河路117號,"No.117, Huanhe Rd., Dali Dist., Taichung City 412, Taiwan (R.O.C.)",台中市大里?環河路117? ,合法 營業,,,許鐘錫,"汽車旅館, ,",26 間,1280 ~ 3800,,2010/4/9,,1張(2014/09/09)
301,梨山賓館,Lishan Guest House ,梨山賓館,04 - 22653939 ,04 - 22652353 ,臺中市和平區中正路91、91-3、91-4、91-6號,"No.91, Zhongzheng Rd., Heping Dist., Taichung City 424, Taiwan (R.O.C.)",台中市和平?中正路91? ,合法 營業,http://www.skk.com.tw,reeves@livemail.tw,顧正隆,"一般旅館,休閒度假旅館,,",103 間,5000 ~ 20000,梨山天池、梨山文物陳列館、合歡溪步道、環山社區,2012/10/29,2012/9/7,
216,武陵富野渡假村,HOYA RESORT HOTEL WULING ,武陵富野渡假村,04 - 25901399 ,04 - 25901118 ,臺中市和平區平等里武陵路3-16號,"No.3-16, Wuling Rd., Heping District, Taichung City 424, Taiwan (R.O.C.)",台中市和平?武陵路3-16? ,合法 營業,http://www.hoyaresort.com.tw/wuling/mainpage1.php,service@mail.hoyaresort.com.tw,江容娥,"休閒度假旅館, ,",143 間,3500 ~ 25000,武陵農場,2004/4/8,,
210,武陵國民賓館,Wuling Farm Guest House ,武陵?民賓館???　????　???　???,04 - 25901259 ,04 - 25901355 ,臺中市和平區平等里武陵路3-1號,"No.3-1, Wuling Rd., Heping District, Taichung City 424, Taiwan (R.O.C.)",台中市和平?平等里武陵路3-1? ,合法 營業,http://www.wuling-farm.com.tw/room/index.php,,吳志揚,"休閒度假旅館, ,",116 間,1936 ~ 3630,森林浴、露營區、賞鳥步道、櫻花鉤吻鮭觀魚台、觀星、生態園區、七家灣溪遺址展示館,2004/2/20,,
275,統一谷關渡假村(4星),Uni-Resort Guguan ,統一谷關渡假村?????? ???　????（???? ???? ???）,04 - 25950000 ,04 - 25950060 ,臺中市和平區東關路一段188號,"No.188, Sec. 1, Dongguan Rd., Heping Dist., Taichung City 424, Taiwan (R.O.C.)",台中市和平?博愛里東?路一段188? ,合法 營業,http://www.uni-resort.com/gu,,黃書傑,"一般旅館,休閒度假旅館,溫泉旅館, ,",70 間,4500 ~ 20000,台八縣指標33公里處鄰近觀光景點八仙山森林遊樂區,2007/10/23,,5張(2014/09/09)
326,台中商務旅館－八仙山莊,Taichung Business Hotel - Immortals Hills ,台中商務旅館－八仙山莊,04 - 25950266 ,04 - 25950233 ,臺中市和平區東關路一段200號之8,"No.200-8, Sec. 1, Dongguan Rd., Heping Dist., Taichung City 424, Taiwan (R.O.C.)",台中市和平?東關路一段200?之8 ,合法 營業,,,洪國清,"休閒度假旅館,,",18 間,2000 ~ 8000,八仙山森林遊樂區、谷關溫泉、谷關稍來步道,2014/6/18,,
261,惠來谷關溫泉會館,Hui Lai Villa Hotel ,??谷??泉?館,04 - 25951998 ,04 - 25951789 ,臺中市和平區東關路一段溫泉巷10號,"No.10, Wenquan Ln., Sec. 1, Dongguan Rd., Heping Dist., Taichung City 424, Taiwan (R.O.C.)",台中市和平?博愛里東?路一段?泉巷10? ,合法 營業,http://www.villa-spa.com.tw,service@villa-spa.com.tw,陳建華,"溫泉旅館, ,",53 間,4500 ~ 20000,,2005/5/6,,5張(2014/09/05)
209,汶山大飯店,Wen-Shan Enterprise Corporation ,汶山大飯店,04 - 25951265 ,04 - 25951265 ,臺中市和平區東關路一段溫泉巷16號,"No.16, Sec. 1, Dongguan Rd., Heping District, Taichung City",台中市和平?東關路一段溫泉巷16? ,合法 營業,,,林盟弼,"溫泉旅館, ,",30 間,1000 ~ 2500,,2004/2/20,,
203,明治溫泉大飯店,MING JHIH HOT SPRING HOTEL ,明治?泉大旅社,04 - 25951111 ,04 - 25951211 ,臺中市和平區東關路一段溫泉巷17號,"No.17, Sec. 1, Dongguan Rd., Heping District, Taichung City",台中市和平?博愛里東?路一段?泉巷17? ,合法 營業,,meijihotel@msa.hinet.net,林劉玉真,"溫泉旅館, ,",105 間,1600 ~ 8000,,2004/1/5,,
214,東關溫泉大旅社,DONG GUAN HOT SPRING HOTEL ,東??泉大旅社 ????　???　?????　???,04 - 25951112 ,? ,臺中市和平區東關路一段溫泉巷18號,"No.18, Sec. 1, Dongguan Rd., Heping District, Taichung City",台中市和平?博愛里東?路一段?泉巷18? ,合法 營業,,,詹淑真,"溫泉旅館, ,",48 間,1700 ~ 2200,,2009/5/13,,
211,谷關大飯店(3星),Ku Kuan Hotel ,谷?大飯店????　???,04 - 25951355 ,04 - 25951359 ,臺中市和平區東關路一段溫泉巷6號,"No.6, Wenquan Ln., Sec. 1, Dongguan Rd., Heping Dist., Taichung City 424, Taiwan (R.O.C.)",台中市和平?博愛里東?路一段?泉巷6? ,合法 營業,,,張明仁,"溫泉旅館, ,",153 間,2299 ~ 12000,,2004/3/8,,
283,神木谷假期大飯店(3星),Utopia Holiday ,神木谷假期大飯店?????　????,04 - 25951511 ,04 - 25951518 ,臺中市和平區東關路一段溫泉巷7號,"No.7, Wenquan Ln., Sec. 1, Dongguan Rd., Heping Dist., Taichung City 424, Taiwan (R.O.C.)",台中市和平?博愛里東?路一段?泉巷7? ,合法 營業,,,王芳兒,"溫泉旅館, ,",31 間,2275 ~ 6000,,2009/12/15,,4張(2014/09/05)
226,新瑞士大旅店,DONG HAE HOTEL ,新瑞士大旅社,04 - 25989612 ,04 - 25989752 ,臺中市和平區梨山里中正路11號,"No.11, Jhongjheng Rd., Heping District, Taichung City",台中市和平?梨山里中正路11? ,合法 營業,,,羅文在,"一般旅館, ,",34 間,600 ~ 1200,,2004/9/27,,3張(2014/09/09)
237,福忠彩虹渡假旅館,Fu-Chung Rainbow Hotel ,福忠彩虹渡假旅館,04 - 25989506 ,04 - 25980168 ,臺中市和平區梨山里中正路61號,"No.61, Zhongzheng Rd., Heping Dist., Taichung City 424, Taiwan (R.O.C.)",台中市和平?梨山里中正路61? ,合法 營業,,fc.rainbow@msa.hinet.net,林寶惠,"一般旅館,休閒度假旅館, ,",32 間,1880 ~ 5980,,2004/10/14,,5張(2014/09/05)
239,燕華樓大旅社,yan hua lou hotel ,燕華?大旅社,04 - 25989511 ,? ,臺中市和平區梨山里民族街22號,"No.22, Minzu St., Heping Dist., Taichung City 424, Taiwan (R.O.C.)",台中市和平?梨山里民族街22? ,合法 營業,,,鄭泰隆,"一般旅館, ,",18 間,1600 ~ 4800,,2004/10/15,,3張(2014/09/09)
232,梨都大旅社,LI DU HOTEL ,梨都大旅社,04 - 25989256 ,? ,臺中市和平區梨山里民族街34號,"No.34, Minzu St., Heping Dist., Taichung City 424, Taiwan (R.O.C.)",台中市和平?梨山里民族街34? ,合法 營業,,,陳銓賢,"一般旅館, ,",25 間,700 ~ 2200,,2004/10/8,,3張(2014/09/05)
271,飛燕城堡度假飯店,Sheng Hsin Hotel ,飛燕城堡度假飯店,04 - 25989577-8 ,04 - 25981203 ,臺中市和平區梨山里民族街46號,"46-1 Mintzu Rd., Hoping District, Taichung City",台中市和平?梨山里民族街46? ,合法 營業,,,段余凌雲,"休閒度假旅館, ,",70 間,1600 ~ 6200,●武陵農場●德基水庫●天池●福壽山農場●文物陳列館●清境農場●大禹嶺●天祥●太魯閣 ●合歡山,2006/12/29,,3張(2014/09/05)
233,好望角大飯店,HAO WANG JIAO HOTEL ,好望角大飯店???????　???,04 - 25981513 ,? ,臺中市和平區梨山里民族街52號,"No.52, Minzu St., Heping District, Taichung City",台中市和平?梨山里民族街52? ,合法 營業,,,黃昭慶,"一般旅館, ,",34 間,500 ~ 1200,,2004/10/8,,3張(2014/09/09)
244,福壽山農場,Fu Shou Shan Farm ,福?山農場,04 - 25989501 ,04 - 25981441 ,臺中市和平區梨山里福壽路29號,"No.29, Fushou Rd., Heping Dist., Taichung City 424, Taiwan (R.O.C.)",台中市和平?梨山里福?路29? ,合法 營業,http://www.fushoushan.com.tw,fssn1060@ms15.hinet.net,李清彬,"休閒度假旅館,農場山莊, ,",62 間,2200 ~ 6600,,2004/11/1,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
